N	F0	m	del	d0	v0	out	Int_v1	Int_v2	Int_d2	Tsim	KK	SSi	SS
integer	integer	integer	integer	integer	integer	integer	integer	integer	integer	integer	continuous	continuous	nominal
3	500	1926	16	44	74	0	0	0	0	300	8.130000	0.840000	0
3	500	1926	4	44	74	0	0	0	0	300	10.760000	0.890000	0
3	500	1926	10	44	74	0	0	0	0	300	7.360000	0.810000	0
3	500	1926	5	44	74	0	0	0	0	300	5.830000	1.080000	1
3	500	1926	7	44	74	0	0	0	0	300	6.880000	0.930000	0
3	500	1926	5	44	74	0	0	0	0	300	3.480000	1.520000	1
3	500	1926	2	44	74	0	0	0	0	300	9.430000	0.950000	0
3	500	1926	9	44	74	0	0	0	0	299	6.360000	1.040000	1
3	500	1926	12	44	74	0	0	0	0	300	5.240000	1.430000	1
3	500	1926	18	44	74	0	0	0	0	300	13.560000	1.550000	1
3	500	1926	5	44	74	0	0	0	0	300	3.190000	1.610000	1
3	500	1926	8	44	74	0	0	0	0	300	4.470000	1.220000	1
3	500	1926	16	44	74	0	0	0	0	300	9.760000	1.630000	1
3	500	1926	14	44	74	0	0	0	0	300	8.690000	0.780000	0
3	500	1926	3	44	74	0	0	0	0	300	1.460000	1.670000	1
3	500	1926	6	44	74	0	0	0	0	300	11.000000	0.900000	0
3	500	1926	15	44	74	0	0	0	0	300	3.430000	2.080000	1
3	500	1926	11	44	74	0	0	0	0	300	3.190000	1.710000	1
3	500	1926	3	44	74	0	0	0	0	300	4.980000	0.950000	0
3	500	1926	3	44	74	0	0	0	0	300	7.020000	0.880000	0
3	500	1926	15	44	74	0	0	0	0	300	4.770000	2.010000	1
3	500	1926	16	44	74	0	0	0	0	300	4.990000	1.360000	1
3	500	1926	10	44	74	0	0	0	0	300	6.250000	1.070000	1
3	500	1926	10	44	74	0	0	0	0	300	8.060000	0.760000	0
3	500	1926	18	44	74	0	0	0	0	300	1.340000	2.080000	1
3	500	1926	14	44	74	0	0	0	0	300	2.180000	1.520000	1
3	500	1926	4	44	74	0	0	0	0	300	2.690000	1.140000	1
3	500	1926	6	44	74	0	0	0	0	300	2.770000	1.100000	1
3	500	1926	7	44	74	0	0	0	0	300	12.640000	1.020000	1
3	500	1926	14	44	74	0	0	0	0	300	3.830000	3.200000	1
3	500	1926	10	44	74	0	0	0	0	300	4.230000	1.510000	1
3	500	1926	16	44	74	0	0	0	0	300	5.990000	1.030000	1
3	500	1926	9	44	74	0	0	0	0	299	12.300000	0.910000	0
3	500	1926	19	44	74	0	0	0	0	300	15.170000	1.890000	1
3	500	1926	2	44	74	0	0	0	0	300	5.180000	0.940000	0
3	500	1926	17	44	74	0	0	0	0	300	1.080000	2.960000	1
3	500	1926	13	44	74	0	0	0	0	300	9.760000	1.240000	1
3	500	1926	7	44	74	0	0	0	0	300	7.220000	0.840000	0
3	500	1926	3	44	74	0	0	0	0	300	10.640000	0.720000	0
3	500	1926	18	44	74	0	0	0	0	300	11.760000	1.070000	1
3	500	1926	19	44	74	0	0	0	0	300	6.200000	0.990000	0
3	500	1926	14	44	74	0	0	0	0	300	15.750000	1.000000	1
3	500	1926	11	44	74	0	0	0	0	300	12.070000	0.800000	0
3	500	1926	14	44	74	0	0	0	0	300	3.230000	1.770000	1
3	500	1926	11	44	74	0	0	0	0	300	4.970000	1.200000	1
3	500	1926	6	44	74	0	0	0	0	300	9.590000	0.960000	0
3	500	1926	3	44	74	0	0	0	0	300	2.440000	1.250000	1
3	500	1926	6	44	74	0	0	0	0	300	2.720000	1.130000	1
3	500	1926	1	44	74	0	0	0	0	300	1.330000	1.680000	1
3	500	1926	9	44	74	0	0	0	0	299	8.390000	0.730000	0
3	500	1926	6	44	74	0	0	0	0	300	15.620000	0.700000	0
3	500	1926	3	44	74	0	0	0	0	300	4.350000	1.320000	1
3	500	1926	1	44	74	0	0	0	0	300	11.520000	0.820000	0
3	500	1926	3	44	74	0	0	0	0	300	14.650000	0.700000	0
3	500	1926	6	44	74	0	0	0	0	300	10.190000	0.890000	0
3	500	1926	10	44	74	0	0	0	0	300	3.470000	1.640000	1
3	500	1926	14	44	74	0	0	0	0	300	6.310000	0.960000	0
3	500	1926	16	44	74	0	0	0	0	300	15.250000	1.150000	1
3	500	1926	7	44	74	0	0	0	0	300	2.630000	1.190000	1
3	500	1926	11	44	74	0	0	0	0	300	10.240000	0.920000	0
3	500	1926	18	44	74	0	0	0	0	300	3.850000	3.510000	1
3	500	1926	6	44	74	0	0	0	0	300	7.250000	0.820000	0
3	500	1926	3	44	74	0	0	0	0	300	14.890000	0.700000	0
3	500	1926	4	44	74	0	0	0	0	300	12.740000	1.020000	1
3	500	1926	8	44	74	0	0	0	0	300	6.920000	0.920000	0
3	500	1926	18	44	74	0	0	0	0	300	3.110000	1.710000	1
3	500	1926	19	44	74	0	0	0	0	300	1.290000	3.110000	1
3	500	1926	4	44	74	0	0	0	0	300	9.290000	0.810000	0
3	500	1926	11	44	74	0	0	0	0	300	9.550000	1.160000	1
3	500	1926	10	44	74	0	0	0	0	300	15.310000	0.710000	0
3	500	1926	13	44	74	0	0	0	0	300	9.870000	1.230000	1
3	500	1926	8	44	74	0	0	0	0	300	5.280000	1.120000	1
3	500	1926	2	44	74	0	0	0	0	300	13.010000	1.010000	1
3	500	1926	2	44	74	0	0	0	0	300	5.240000	0.930000	0
3	500	1926	18	44	74	0	0	0	0	300	8.060000	0.860000	0
3	500	1926	9	44	74	0	0	0	0	299	4.300000	1.270000	1
3	500	1926	10	44	74	0	0	0	0	300	6.190000	1.090000	1
3	500	1926	12	44	74	0	0	0	0	300	6.640000	0.950000	0
3	500	1926	15	44	74	0	0	0	0	300	2.700000	1.210000	1
3	500	1926	10	44	74	0	0	0	0	300	8.690000	0.730000	0
3	500	1926	6	44	74	0	0	0	0	300	15.340000	0.710000	0
3	500	1926	8	44	74	0	0	0	0	300	3.230000	1.600000	1
3	500	1926	11	44	74	0	0	0	0	300	4.530000	1.650000	1
3	500	1926	16	44	74	0	0	0	0	300	14.420000	1.150000	1
3	500	1926	17	44	74	0	0	0	0	300	13.200000	1.310000	1
3	500	1926	18	44	74	0	0	0	0	300	10.850000	1.150000	1
3	500	1926	2	44	74	0	0	0	0	300	1.980000	1.490000	1
3	500	1926	10	44	74	0	0	0	0	300	15.370000	0.710000	0
3	500	1926	12	44	74	0	0	0	0	300	2.490000	1.300000	1
3	500	1926	9	44	74	0	0	0	0	299	3.900000	2.150000	1
3	500	1926	18	44	74	0	0	0	0	300	4.340000	2.840000	1
3	500	1926	7	44	74	0	0	0	0	300	1.990000	1.640000	1
3	500	1926	6	44	74	0	0	0	0	300	3.770000	1.350000	1
3	500	1926	3	44	74	0	0	0	0	300	1.200000	1.870000	1
3	500	1926	10	44	74	0	0	0	0	300	4.330000	1.260000	1
3	500	1926	17	44	74	0	0	0	0	300	14.320000	1.310000	1
3	500	1926	5	44	74	0	0	0	0	300	7.700000	0.740000	0
3	500	1926	17	44	74	0	0	0	0	300	11.190000	0.830000	0
3	500	1926	17	44	74	0	0	0	0	300	10.020000	1.720000	1
3	500	1926	6	44	74	0	0	0	0	300	9.400000	0.960000	0
3	500	1926	5	44	74	0	0	0	0	300	11.670000	0.780000	0
3	500	1926	14	44	74	0	0	0	0	300	1.510000	1.950000	1
3	500	1926	16	44	74	0	0	0	0	300	11.160000	0.810000	0
3	500	1926	2	44	74	0	0	0	0	300	8.040000	0.700000	0
3	500	1926	15	44	74	0	0	0	0	300	5.780000	1.050000	1
3	500	1926	19	44	74	0	0	0	0	300	12.990000	1.650000	1
3	500	1926	5	44	74	0	0	0	0	300	14.850000	0.700000	0
3	500	1926	17	44	74	0	0	0	0	300	10.990000	0.950000	0
3	500	1926	19	44	74	0	0	0	0	300	13.200000	1.810000	1
3	500	1926	15	44	74	0	0	0	0	300	12.980000	1.190000	1
3	500	1926	6	44	74	0	0	0	0	300	15.600000	0.700000	0
3	500	1926	7	44	74	0	0	0	0	300	14.440000	0.740000	0
3	500	1926	11	44	74	0	0	0	0	300	4.950000	1.210000	1
3	500	1926	8	44	74	0	0	0	0	300	13.050000	1.030000	1
3	500	1926	17	44	74	0	0	0	0	300	4.780000	2.220000	1
3	500	1926	11	44	74	0	0	0	0	300	4.930000	1.230000	1
3	500	1926	16	44	74	0	0	0	0	300	4.000000	3.120000	1
3	500	1926	8	44	74	0	0	0	0	300	1.120000	2.020000	1
3	500	1926	7	44	74	0	0	0	0	300	4.390000	1.220000	1
3	500	1926	1	44	74	0	0	0	0	300	8.650000	0.680000	0
3	500	1926	13	44	74	0	0	0	0	300	3.750000	3.190000	1
3	500	1926	14	44	74	0	0	0	0	300	2.860000	1.220000	1
3	500	1926	19	44	74	0	0	0	0	300	5.270000	1.330000	1
3	500	1926	2	44	74	0	0	0	0	300	15.070000	0.700000	0
3	500	1926	1	44	74	0	0	0	0	300	15.950000	0.640000	0
3	500	1926	9	44	74	0	0	0	0	299	2.590000	1.230000	1
3	500	1926	3	44	74	0	0	0	0	300	4.680000	1.270000	1
3	500	1926	10	44	74	0	0	0	0	300	14.970000	0.730000	0
3	500	1926	5	44	74	0	0	0	0	300	7.890000	0.720000	0
3	500	1926	3	44	74	0	0	0	0	300	8.480000	0.700000	0
3	500	1926	18	44	74	0	0	0	0	300	8.180000	0.840000	0
3	500	1926	18	44	74	0	0	0	0	300	2.840000	1.200000	1
3	500	1926	8	44	74	0	0	0	0	300	14.050000	0.780000	0
3	500	1926	7	44	74	0	0	0	0	300	7.100000	0.880000	0
3	500	1926	8	44	74	0	0	0	0	300	11.000000	0.900000	0
3	500	1926	13	44	74	0	0	0	0	300	3.680000	3.190000	1
3	500	1926	6	44	74	0	0	0	0	300	2.120000	1.430000	1
3	500	1926	17	44	74	0	0	0	0	300	2.460000	1.360000	1
3	500	1926	14	44	74	0	0	0	0	300	3.650000	3.340000	1
3	500	1926	14	44	74	0	0	0	0	300	4.110000	2.010000	1
3	500	1926	16	44	74	0	0	0	0	300	3.310000	2.370000	1
3	500	1926	5	44	74	0	0	0	0	300	4.270000	1.250000	1
3	500	1926	12	44	74	0	0	0	0	300	2.060000	1.630000	1
3	500	1926	11	44	74	0	0	0	0	300	12.940000	1.080000	1
3	500	1926	4	44	74	0	0	0	0	300	12.140000	0.840000	0
3	500	1926	3	44	74	0	0	0	0	300	10.700000	0.790000	0
3	500	1926	13	44	74	0	0	0	0	300	11.950000	0.820000	0
3	500	1926	6	44	74	0	0	0	0	300	11.050000	0.880000	0
3	500	1926	15	44	74	0	0	0	0	300	15.570000	1.090000	1
3	500	1926	3	44	74	0	0	0	0	300	15.490000	0.700000	0
3	500	1926	1	44	74	0	0	0	0	300	2.660000	1.150000	1
3	500	1926	19	44	74	0	0	0	0	300	15.680000	2.000000	1
3	500	1926	7	44	74	0	0	0	0	300	1.450000	1.710000	1
3	500	1926	10	44	74	0	0	0	0	300	9.330000	0.970000	0
3	500	1926	2	44	74	0	0	0	0	300	10.370000	0.850000	0
3	500	1926	17	44	74	0	0	0	0	300	4.050000	2.780000	1
3	500	1926	6	44	74	0	0	0	0	300	6.430000	1.020000	1
3	500	1926	3	44	74	0	0	0	0	300	5.820000	0.940000	0
3	500	1926	5	44	74	0	0	0	0	300	10.580000	0.750000	0
3	500	1926	3	44	74	0	0	0	0	300	11.450000	0.830000	0
3	500	1926	19	44	74	0	0	0	0	300	8.200000	0.850000	0
3	500	1926	11	44	74	0	0	0	0	300	1.570000	1.830000	1
3	500	1926	18	44	74	0	0	0	0	300	10.120000	1.790000	1
3	500	1926	2	44	74	0	0	0	0	300	13.560000	0.850000	0
3	500	1926	6	44	74	0	0	0	0	300	7.110000	0.870000	0
3	500	1926	6	44	74	0	0	0	0	300	5.880000	1.150000	1
3	500	1926	12	44	74	0	0	0	0	300	13.410000	1.000000	1
3	500	1926	7	44	74	0	0	0	0	300	13.310000	0.980000	0
3	500	1926	8	44	74	0	0	0	0	300	12.140000	0.830000	0
3	500	1926	15	44	74	0	0	0	0	300	4.620000	1.460000	1
3	500	1926	4	44	74	0	0	0	0	300	13.160000	1.000000	1
3	500	1926	6	44	74	0	0	0	0	300	1.960000	1.650000	1
3	500	1926	7	44	74	0	0	0	0	300	6.300000	1.060000	1
3	500	1926	4	44	74	0	0	0	0	300	8.660000	0.700000	0
3	500	1926	2	44	74	0	0	0	0	300	5.440000	0.920000	0
3	500	1926	9	44	74	0	0	0	0	299	4.700000	1.270000	1
3	500	1926	1	44	74	0	0	0	0	300	11.400000	0.840000	0
3	500	1926	13	44	74	0	0	0	0	300	6.520000	0.960000	0
3	500	1926	16	44	74	0	0	0	0	300	14.110000	1.180000	1
3	500	1926	7	44	74	0	0	0	0	300	15.470000	0.710000	0
3	500	1926	5	44	74	0	0	0	0	300	12.090000	0.820000	0
3	500	1926	8	44	74	0	0	0	0	300	1.480000	1.700000	1
3	500	1926	14	44	74	0	0	0	0	300	4.580000	1.370000	1
3	500	1926	15	44	74	0	0	0	0	300	1.320000	1.840000	1
3	500	1926	15	44	74	0	0	0	0	300	9.440000	1.460000	1
3	500	1926	17	44	74	0	0	0	0	300	13.050000	1.300000	1
3	500	1926	6	44	74	0	0	0	0	300	2.090000	1.510000	1
3	500	1926	4	44	74	0	0	0	0	300	5.990000	1.080000	1
3	500	1926	12	44	74	0	0	0	0	300	8.760000	0.760000	0
3	500	1926	9	44	74	0	0	0	0	299	12.800000	1.040000	1
3	500	1926	7	44	74	0	0	0	0	300	9.170000	0.710000	0
3	500	1926	6	44	74	0	0	0	0	300	7.990000	0.720000	0
3	500	1926	12	44	74	0	0	0	0	300	1.890000	1.730000	1
3	500	1926	12	44	74	0	0	0	0	300	4.570000	1.670000	1
3	500	1926	18	44	74	0	0	0	0	300	7.650000	0.880000	0
3	500	1926	10	44	74	0	0	0	0	300	12.980000	1.040000	1
3	500	1926	12	44	74	0	0	0	0	300	3.760000	3.130000	1
3	500	1926	1	44	74	0	0	0	0	300	9.100000	0.690000	0
3	500	1926	5	44	74	0	0	0	0	300	14.900000	0.700000	0
3	500	1926	15	44	74	0	0	0	0	300	5.550000	1.350000	1
3	500	1926	9	44	74	0	0	0	0	299	8.440000	0.730000	0
3	500	1926	3	44	74	0	0	0	0	300	12.940000	1.020000	1
3	500	1926	19	44	74	0	0	0	0	300	14.580000	1.830000	1
3	500	1926	7	44	74	0	0	0	0	300	15.370000	0.710000	0
3	500	1926	10	44	74	0	0	0	0	300	14.480000	0.780000	0
3	500	1926	1	44	74	0	0	0	0	300	1.820000	1.480000	1
3	500	1926	12	44	74	0	0	0	0	300	1.650000	1.960000	1
3	500	1926	18	44	74	0	0	0	0	300	12.720000	1.540000	1
3	500	1926	12	44	74	0	0	0	0	300	14.690000	0.860000	0
3	500	1926	12	44	74	0	0	0	0	300	3.350000	1.720000	1
3	500	1926	17	44	74	0	0	0	0	300	6.840000	0.930000	0
3	500	1926	13	44	74	0	0	0	0	300	8.380000	0.780000	0
3	500	1926	4	44	74	0	0	0	0	300	10.220000	0.880000	0
3	500	1926	16	44	74	0	0	0	0	300	4.140000	2.010000	1
3	500	1926	7	44	74	0	0	0	0	300	10.410000	0.830000	0
3	500	1926	8	44	74	0	0	0	0	300	12.950000	1.040000	1
3	500	1926	7	44	74	0	0	0	0	300	4.070000	1.830000	1
3	500	1926	14	44	74	0	0	0	0	300	11.220000	0.840000	0
3	500	1926	2	44	74	0	0	0	0	300	15.390000	0.700000	0
3	500	1926	1	44	74	0	0	0	0	300	5.440000	0.920000	0
3	500	1926	3	44	74	0	0	0	0	300	3.990000	1.280000	1
3	500	1926	2	44	74	0	0	0	0	300	2.920000	1.290000	1
3	500	1926	12	44	74	0	0	0	0	300	10.100000	1.020000	1
3	500	1926	3	44	74	0	0	0	0	300	1.350000	1.690000	1
3	500	1926	15	44	74	0	0	0	0	300	4.670000	2.030000	1
3	500	1926	1	44	74	0	0	0	0	300	9.070000	0.690000	0
3	500	1926	14	44	74	0	0	0	0	300	15.100000	0.950000	0
3	500	1926	6	44	74	0	0	0	0	300	10.050000	0.910000	0
3	500	1926	11	44	74	0	0	0	0	300	9.420000	1.190000	1
3	500	1926	9	44	74	0	0	0	0	299	5.570000	1.100000	1
3	500	1926	10	44	74	0	0	0	0	300	4.490000	1.220000	1
3	500	1926	4	44	74	0	0	0	0	300	1.540000	1.630000	1
3	500	1926	3	44	74	0	0	0	0	300	1.130000	1.970000	1
3	500	1926	18	44	74	0	0	0	0	300	13.390000	1.570000	1
3	500	1926	17	44	74	0	0	0	0	300	1.610000	3.400000	1
3	500	1926	3	44	74	0	0	0	0	300	2.640000	1.170000	1
3	500	1926	10	44	74	0	0	0	0	300	12.640000	1.030000	1
3	500	1926	17	44	74	0	0	0	0	300	11.890000	1.070000	1
3	500	1926	10	44	74	0	0	0	0	300	4.070000	2.120000	1
3	500	1926	5	44	74	0	0	0	0	300	7.490000	0.760000	0
3	500	1926	14	44	74	0	0	0	0	300	11.520000	0.770000	0
3	500	1926	3	44	74	0	0	0	0	300	11.530000	0.810000	0
3	500	1926	13	44	74	0	0	0	0	300	8.210000	0.810000	0
3	500	1926	12	44	74	0	0	0	0	300	2.460000	1.310000	1
3	500	1926	2	44	74	0	0	0	0	300	4.140000	1.360000	1
3	500	1926	11	44	74	0	0	0	0	300	15.980000	0.830000	0
3	500	1926	9	44	74	0	0	0	0	299	12.900000	1.040000	1
3	500	1926	6	44	74	0	0	0	0	300	15.450000	0.710000	0
3	500	1926	5	44	74	0	0	0	0	300	14.220000	0.740000	0
3	500	1926	3	44	74	0	0	0	0	300	8.560000	0.690000	0
3	500	1926	13	44	74	0	0	0	0	300	2.700000	1.180000	1
3	500	1926	18	44	74	0	0	0	0	300	9.480000	1.930000	1
3	500	1926	7	44	74	0	0	0	0	300	10.650000	0.770000	0
3	500	1926	9	44	74	0	0	0	0	299	8.100000	0.750000	0
3	500	1926	13	44	74	0	0	0	0	300	15.490000	0.900000	0
3	500	1926	3	44	74	0	0	0	0	300	10.780000	0.900000	0
3	500	1926	13	44	74	0	0	0	0	300	9.780000	1.230000	1
3	500	1926	5	44	74	0	0	0	0	300	14.140000	0.750000	0
3	500	1926	8	44	74	0	0	0	0	300	9.290000	0.980000	0
3	500	1926	3	44	74	0	0	0	0	300	6.190000	0.960000	0
3	500	1926	17	44	74	0	0	0	0	300	7.010000	0.920000	0
3	500	1926	18	44	74	0	0	0	0	300	6.550000	0.960000	0
3	500	1926	3	44	74	0	0	0	0	300	8.700000	0.690000	0
3	500	1926	6	44	74	0	0	0	0	300	14.890000	0.700000	0
3	500	1926	15	44	74	0	0	0	0	300	7.810000	0.850000	0
3	500	1926	13	44	74	0	0	0	0	300	14.430000	0.900000	0
3	500	1926	4	44	74	0	0	0	0	300	5.450000	0.930000	0
3	500	1926	8	44	74	0	0	0	0	300	4.580000	1.330000	1
3	500	1926	5	44	74	0	0	0	0	300	8.070000	0.720000	0
3	500	1926	4	44	74	0	0	0	0	300	14.530000	0.710000	0
3	500	1926	14	44	74	0	0	0	0	300	3.590000	3.060000	1
3	500	1926	5	44	74	0	0	0	0	300	12.010000	0.820000	0
3	500	1926	15	44	74	0	0	0	0	300	13.850000	1.100000	1
3	500	1926	14	44	74	0	0	0	0	300	3.900000	3.180000	1
3	500	1926	13	44	74	0	0	0	0	300	13.810000	0.990000	0
3	500	1926	1	44	74	0	0	0	0	300	2.900000	1.260000	1
3	500	1926	16	44	74	0	0	0	0	300	10.520000	1.230000	1
3	500	1926	5	44	74	0	0	0	0	300	7.040000	0.890000	0
3	500	1926	19	44	74	0	0	0	0	300	12.320000	1.470000	1
3	500	1926	8	44	74	0	0	0	0	300	11.180000	0.850000	0
3	500	1926	10	49	66	0	46	242	378	300	10.360000	0.860000	0
3	500	1926	14	29	69	0	49	939	1017	300	9.680000	3.150000	1
3	500	1926	2	56	61	0	165	366	782	299	2.080000	1.530000	1
3	500	1926	14	20	89	1	2072	4430	3891	300	13.540000	13.910000	1
3	500	1926	1	41	62	0	89	241	448	300	4.870000	0.970000	0
3	500	1926	9	34	66	0	68	254	445	299	6.730000	0.950000	0
3	500	1926	11	54	83	0	65	213	356	299	7.260000	0.850000	0
3	500	1926	1	43	71	0	51	184	303	300	9.090000	0.700000	0
3	500	1926	17	32	65	0	92	524	819	300	4.980000	1.820000	1
3	500	1926	7	58	60	0	122	429	812	299	3.660000	1.570000	1
3	500	1926	5	44	75	0	85	235	426	300	5.300000	0.950000	0
3	500	1926	12	36	81	0	71	271	352	300	13.140000	1.050000	1
3	500	1926	7	24	69	1	1275	3113	4514	299	10.640000	9.340000	1
3	500	1926	10	38	79	0	78	339	584	300	5.730000	1.220000	1
3	500	1926	19	24	68	1	1783	3894	4257	300	11.590000	11.080000	1
3	500	1926	15	22	78	1	1855	3926	4986	300	5.360000	8.400000	1
3	500	1926	7	38	83	0	100	379	727	299	4.350000	1.350000	1
3	500	1926	2	50	87	0	223	362	710	299	1.240000	1.740000	1
3	500	1926	3	25	82	1	617	2102	3010	300	2.500000	5.870000	1
3	500	1926	14	54	78	0	178	437	947	300	1.880000	1.740000	1
3	500	1926	3	20	76	1	1380	3111	4650	300	13.100000	10.070000	1
3	500	1926	9	50	77	0	56	183	299	299	8.390000	0.730000	0
3	500	1926	7	53	67	0	64	206	348	299	7.290000	0.820000	0
3	500	1926	14	37	65	0	49	273	390	300	12.200000	0.960000	0
3	500	1926	1	25	73	0	555	1775	2059	300	5.140000	4.510000	1
3	500	1926	12	59	73	0	163	364	768	300	2.180000	1.520000	1
3	500	1926	18	37	60	0	94	506	815	300	4.970000	1.770000	1
3	500	1926	7	35	89	0	42	247	380	299	11.050000	0.890000	0
3	500	1926	16	42	64	0	43	306	441	300	11.970000	1.050000	1
3	500	1926	13	29	74	0	74	782	918	300	6.260000	2.660000	1
3	500	1926	13	55	67	0	233	573	1205	300	1.210000	2.330000	1
3	500	1926	6	53	86	0	33	194	261	300	15.220000	0.710000	0
3	500	1926	11	20	71	1	1794	3847	3985	299	10.110000	11.990000	1
3	500	1926	14	27	61	1	635	1781	2569	300	4.840000	4.740000	1
3	500	1926	7	33	68	0	34	189	254	299	15.150000	0.710000	0
3	500	1926	17	28	66	1	962	2373	3291	300	10.530000	6.040000	1
3	500	1926	6	52	62	0	64	256	323	300	13.050000	1.030000	1
3	500	1926	6	22	87	1	1329	3149	4311	300	4.520000	8.900000	1
3	500	1926	7	56	78	0	71	286	501	299	6.310000	1.050000	1
3	500	1926	17	46	82	0	65	355	456	300	13.600000	1.240000	1
3	500	1926	5	42	72	0	61	253	322	300	13.100000	1.010000	1
3	500	1926	4	28	73	0	84	602	748	300	6.190000	2.070000	1
3	500	1926	11	32	64	0	43	210	311	299	11.510000	0.770000	0
3	500	1926	17	56	87	0	57	348	446	300	13.800000	1.220000	1
3	500	1926	1	46	89	0	53	235	305	300	13.250000	0.930000	0
3	500	1926	16	50	79	0	68	231	385	300	6.910000	0.930000	0
3	500	1926	9	35	67	0	42	200	300	299	11.640000	0.730000	0
3	500	1926	1	45	87	0	86	222	398	300	5.110000	0.920000	0
3	500	1926	16	22	88	1	2039	4411	4300	300	14.060000	12.390000	1
3	500	1926	19	29	72	1	991	2555	4404	300	1.770000	6.520000	1
3	500	1926	7	50	85	0	53	181	298	299	8.650000	0.700000	0
3	500	1926	14	32	84	0	143	292	559	300	2.950000	1.290000	1
3	500	1926	3	50	64	0	32	190	255	300	15.550000	0.700000	0
3	500	1926	10	25	77	1	1442	3414	4758	300	15.770000	9.760000	1
3	500	1926	9	40	81	0	50	237	324	299	12.340000	0.920000	0
3	500	1926	3	48	81	0	240	402	794	300	1.120000	1.960000	1
3	500	1926	11	42	64	0	109	581	992	299	4.030000	2.030000	1
3	500	1926	17	45	60	0	50	479	533	300	15.720000	1.620000	1
3	500	1926	19	50	70	0	58	441	556	300	12.270000	1.500000	1
3	500	1926	19	42	85	0	129	1161	1432	300	3.630000	3.980000	1
3	500	1926	3	41	75	0	38	196	268	300	14.040000	0.740000	0
3	500	1926	16	27	83	1	536	1899	2982	300	2.060000	5.510000	1
3	500	1926	9	31	68	0	48	268	429	299	9.640000	0.930000	0
3	500	1926	16	26	80	1	1570	3576	4663	300	11.600000	8.430000	1
3	500	1926	5	54	84	0	46	255	406	300	10.150000	0.900000	0
3	500	1926	17	25	70	1	1708	3677	4480	300	10.790000	8.770000	1
3	500	1926	7	28	64	0	126	669	829	299	4.140000	2.300000	1
3	500	1926	3	21	61	1	1277	2940	4497	300	10.110000	9.230000	1
3	500	1926	1	28	81	0	51	153	244	300	8.890000	0.580000	0
3	500	1926	3	32	74	0	46	245	387	300	10.310000	0.860000	0
3	500	1926	19	40	84	0	44	338	495	300	10.870000	1.150000	1
3	500	1926	12	40	71	0	40	244	326	300	15.110000	0.870000	0
3	500	1926	5	43	69	0	80	258	480	300	5.630000	0.970000	0
3	500	1926	16	49	80	0	58	203	323	300	8.310000	0.800000	0
3	500	1926	15	51	74	0	164	371	790	300	2.140000	1.510000	1
3	500	1926	16	36	79	0	45	324	414	300	15.250000	1.110000	1
3	500	1926	11	51	60	0	74	256	451	299	6.400000	0.960000	0
3	500	1926	18	24	61	1	1661	3559	4618	300	8.640000	8.520000	1
3	500	1926	4	50	86	0	36	184	249	300	14.440000	0.690000	0
3	500	1926	1	43	78	0	111	381	750	300	3.800000	1.400000	1
3	500	1926	9	24	84	1	1500	3501	4801	299	14.800000	9.950000	1
3	500	1926	14	46	76	0	74	299	391	300	13.200000	1.110000	1
3	500	1926	2	58	68	0	32	193	260	299	15.240000	0.710000	0
3	500	1926	13	45	89	0	46	275	431	300	10.490000	0.940000	0
3	500	1926	14	59	69	0	113	921	1261	300	3.910000	3.160000	1
3	500	1926	13	40	60	0	54	267	441	300	8.780000	0.930000	0
3	500	1926	13	34	81	0	47	344	528	300	9.880000	1.160000	1
3	500	1926	16	39	70	0	72	351	453	300	13.410000	1.230000	1
3	500	1926	5	44	60	0	57	190	313	300	8.080000	0.750000	0
3	500	1926	12	39	74	0	47	244	331	300	13.980000	0.880000	0
3	500	1926	15	57	61	0	70	351	453	300	13.490000	1.230000	1
3	500	1926	5	59	77	0	31	182	242	300	15.870000	0.670000	0
3	500	1926	6	37	66	0	89	327	617	300	4.890000	1.190000	1
3	500	1926	17	47	62	0	79	255	436	300	6.050000	1.020000	1
3	500	1926	14	36	65	0	61	214	349	300	7.800000	0.850000	0
3	500	1926	11	43	81	0	162	451	826	299	3.290000	1.720000	1
3	500	1926	11	20	70	1	1734	3769	4160	299	6.960000	11.020000	1
3	500	1926	11	21	69	1	1722	3680	4162	299	12.770000	10.400000	1
3	500	1926	15	50	60	0	158	372	662	300	3.060000	1.650000	1
3	500	1926	5	57	64	0	88	318	590	300	5.040000	1.180000	1
3	500	1926	9	37	88	0	109	375	744	299	3.890000	1.360000	1
3	500	1926	4	23	62	1	1202	2986	4649	300	9.350000	9.480000	1
3	500	1926	18	55	82	0	48	538	705	300	9.900000	1.810000	1
3	500	1926	19	42	87	0	75	245	426	300	6.360000	0.960000	0
3	500	1926	18	23	85	1	2004	4371	4623	300	9.060000	11.870000	1
3	500	1926	10	36	87	0	46	247	391	300	10.270000	0.870000	0
3	500	1926	10	29	88	0	43	196	302	300	11.190000	0.710000	0
3	500	1926	8	33	76	0	46	249	395	299	10.220000	0.880000	0
3	500	1926	18	25	70	1	1599	3570	5863	300	1.570000	7.450000	1
3	500	1926	2	38	60	0	43	237	364	299	11.180000	0.860000	0
3	500	1926	13	37	79	0	52	307	485	300	8.970000	1.060000	1
3	500	1926	14	33	71	0	53	411	609	300	9.160000	1.390000	1
3	500	1926	5	32	67	0	149	248	445	300	3.070000	1.200000	1
3	500	1926	13	20	71	1	1782	3855	4316	300	5.780000	10.800000	1
3	500	1926	1	57	73	0	42	236	361	300	11.230000	0.860000	0
